team1,team2,matchStartTime,team1score,team2score,homeodd,drawodd,awayodd,home_odd_win,draw_odd_win,away_odd_win,bookmakers_prediction
Crystal Palace,West Brom,16:00,0,2,2.02,3.34,4.14,0,0,1,0
Everton,Burnley,16:00,1,0,1.82,3.58,4.78,1,0,0,1
Leicester,Swansea,16:00,2,0,2.05,3.47,3.85,1,0,0,1
Stoke,Southampton,16:00,2,1,3.25,3.23,2.38,1,0,0,0
Liverpool,Newcastle,21:00,2,0,1.35,5.2,9.5,1,0,0,1
Manchester Utd,Manchester City,17:00,4,2,2.73,3.24,2.78,1,0,0,1
QPR,Chelsea,14:30,0,1,8.55,4.83,1.4,0,0,1,1
Burnley,Arsenal,18:30,0,1,6.29,4.04,1.59,0,0,1,1
Southampton,Hull,16:00,2,0,1.57,3.94,6.75,1,0,0,1
Sunderland,Crystal Palace,16:00,1,4,2.76,3.17,2.82,0,0,1,0
Tottenham,Aston Villa,16:00,0,1,1.63,4.03,5.72,0,0,1,0
West Brom,Leicester,16:00,2,3,2.33,3.3,3.27,0,0,1,0
West Ham,Stoke,16:00,1,1,2.16,3.4,3.63,0,1,0,0
Swansea,Everton,13:45,1,1,2.51,3.26,3.01,0,1,0,0
Aston Villa,QPR,20:45,3,3,2.09,3.34,3.89,0,1,0,0
Crystal Palace,Manchester City,21:00,2,1,5.46,4.12,1.64,1,0,0,0
Sunderland,Newcastle,17:00,1,0,2.7,3.12,2.89,1,0,0,1
Burnley,Tottenham,14:30,0,0,3.23,3.5,2.26,0,1,0,0
Chelsea,Stoke,18:30,2,1,1.3,5.4,12.34,1,0,0,1
Everton,Southampton,16:00,1,0,2.82,3.16,2.74,1,0,0,0
Leicester,West Ham,16:00,2,1,2.18,3.51,3.43,1,0,0,1
Manchester Utd,Aston Villa,16:00,3,1,1.35,5.12,10.18,1,0,0,1
Swansea,Hull,16:00,3,1,1.98,3.31,4.3,1,0,0,1
West Brom,QPR,16:00,1,4,1.81,3.54,4.98,0,0,1,0
Arsenal,Liverpool,13:45,4,1,1.84,3.7,4.51,1,0,0,1
Hull,Chelsea,17:00,2,3,7.81,4.02,1.52,0,0,1,1
QPR,Everton,17:00,1,2,3.47,3.41,2.19,0,0,1,1
Liverpool,Manchester Utd,14:30,1,2,2.3,3.27,3.43,0,0,1,0
West Ham,Sunderland,18:30,1,0,1.84,3.53,4.76,1,0,0,1
Aston Villa,Swansea,16:00,0,1,2.62,3.16,2.95,0,0,1,0
Newcastle,Arsenal,16:00,1,2,5.43,4.1,1.65,0,0,1,1
Southampton,Burnley,16:00,2,0,1.48,4.32,7.82,1,0,0,1
Stoke,Crystal Palace,16:00,1,2,2.44,3.16,3.21,0,0,1,0
Tottenham,Leicester,16:00,4,3,1.63,4.1,5.5,1,0,0,1
Manchester City,West Brom,13:45,3,0,1.31,5.7,10.39,1,0,0,1
Swansea,Liverpool,21:00,0,1,4.23,3.46,1.97,0,0,1,1
Everton,Newcastle,17:00,3,0,1.82,3.56,4.87,1,0,0,1
Manchester Utd,Tottenham,17:00,3,0,1.86,3.7,4.35,1,0,0,1
Chelsea,Southampton,14:30,1,1,1.62,3.82,6.55,0,1,0,0
Burnley,Manchester City,18:30,1,0,7.41,4.97,1.43,1,0,0,0
Arsenal,West Ham,16:00,3,0,1.33,5.47,9.68,1,0,0,1
Leicester,Hull,16:00,0,0,2.09,3.27,3.96,0,1,0,0
Sunderland,Aston Villa,16:00,0,4,2.35,3.21,3.34,0,0,1,0
West Brom,Stoke,16:00,1,0,2.51,3.12,3.16,1,0,0,1
Crystal Palace,QPR,13:45,3,1,1.79,3.65,4.93,1,0,0,1
QPR,Tottenham,16:00,1,2,4.5,3.76,1.82,0,0,1,1
Liverpool,Burnley,21:00,2,0,1.36,5.1,9.57,1,0,0,1
Manchester City,Leicester,20:45,2,0,1.25,6.53,12.79,1,0,0,1
Newcastle,Manchester Utd,20:45,0,1,4.54,3.55,1.87,0,0,1,1
QPR,Arsenal,20:45,1,2,6.92,4.67,1.48,0,0,1,1
Stoke,Everton,20:45,2,0,2.66,3.21,2.87,1,0,0,1
Tottenham,Swansea,20:45,3,2,1.75,3.73,5.08,1,0,0,1
West Ham,Chelsea,20:45,0,1,5.98,4.15,1.59,0,0,1,1
Aston Villa,West Brom,20:45,2,1,2.91,3.04,2.73,1,0,0,0
Hull,Sunderland,20:45,1,1,2.23,3.2,3.62,0,1,0,0
Southampton,Crystal Palace,20:45,1,0,1.66,3.76,5.92,1,0,0,1
Arsenal,Everton,15:05,2,0,1.56,4.24,6.23,1,0,0,1
Liverpool,Manchester City,13:00,2,1,3.25,3.53,2.26,1,0,0,0
Burnley,Swansea,16:00,0,1,2.47,3.22,3.11,0,0,1,0
Manchester Utd,Sunderland,16:00,2,0,1.37,4.9,9.9,1,0,0,1
Newcastle,Aston Villa,16:00,1,0,1.98,3.37,4.26,1,0,0,1
Stoke,Hull,16:00,1,0,2.03,3.23,4.25,1,0,0,1
West Brom,Southampton,16:00,1,0,3.3,3.2,2.36,1,0,0,0
West Ham,Crystal Palace,13:45,1,3,2.19,3.28,3.57,0,0,1,0
Southampton,Liverpool,17:15,0,2,2.6,3.24,2.92,0,0,1,0
Everton,Leicester,15:05,2,2,1.77,3.65,5.02,0,1,0,0
Tottenham,West Ham,13:00,2,2,1.79,3.74,4.76,0,1,0,0
Manchester City,Newcastle,18:30,5,0,1.29,5.88,11.18,1,0,0,1
Aston Villa,Stoke,16:00,1,2,2.59,3.15,2.99,0,0,1,0
Chelsea,Burnley,16:00,1,1,1.2,6.95,16.77,0,1,0,0
Crystal Palace,Arsenal,16:00,1,2,4.95,3.74,1.76,0,0,1,1
Hull,QPR,16:00,2,1,1.84,3.47,4.88,1,0,0,1
Sunderland,West Brom,16:00,0,0,2.79,3.07,2.85,0,1,0,0
Swansea,Manchester Utd,16:00,2,1,3.76,3.36,2.12,1,0,0,0
Crystal Palace,Newcastle,21:00,1,1,2.26,3.27,3.45,0,1,0,0
West Brom,Swansea,21:00,2,0,2.39,3.17,3.28,1,0,0,1
Chelsea,Everton,20:45,1,0,1.37,5.0,9.27,1,0,0,1
Manchester Utd,Burnley,20:45,3,1,1.32,5.48,10.33,1,0,0,1
Southampton,West Ham,20:45,0,0,1.69,3.87,5.4,0,1,0,0
Stoke,Manchester City,20:45,1,4,5.56,3.98,1.65,0,0,1,1
Liverpool,Tottenham,21:00,3,2,1.91,3.65,4.21,1,0,0,1
Arsenal,Leicester,20:45,2,1,1.3,5.71,11.16,1,0,0,1
Hull,Aston Villa,20:45,2,0,2.21,3.15,3.76,1,0,0,1
Sunderland,QPR,20:45,0,2,1.9,3.51,4.44,0,0,1,0
West Ham,Manchester Utd,17:15,1,1,4.21,3.6,1.92,0,1,0,0
Newcastle,Stoke,15:05,1,1,2.23,3.28,3.52,0,1,0,0
Burnley,West Brom,13:00,2,2,2.54,3.14,3.09,0,1,0,0
Everton,Liverpool,18:30,0,0,3.44,3.33,2.27,0,1,0,0
Aston Villa,Chelsea,16:00,1,2,8.37,4.54,1.44,0,0,1,1
Leicester,Crystal Palace,16:00,0,1,2.39,3.23,3.23,0,0,1,0
Manchester City,Hull,16:00,1,1,1.21,6.69,15.42,0,1,0,0
QPR,Southampton,16:00,0,1,4.36,3.59,1.89,0,0,1,1
Swansea,Sunderland,16:00,1,1,1.96,3.37,4.32,0,1,0,0
Tottenham,Arsenal,13:45,2,1,3.33,3.46,2.25,1,0,0,0
Southampton,Swansea,17:00,0,1,1.65,3.83,5.96,0,0,1,0
Arsenal,Aston Villa,14:30,5,0,1.29,5.74,11.98,1,0,0,1
Chelsea,Manchester City,18:30,1,1,2.15,3.38,3.71,0,1,0,0
Crystal Palace,Everton,16:00,0,1,2.55,3.25,3.0,0,0,1,0
Liverpool,West Ham,16:00,2,0,1.62,4.18,5.76,1,0,0,1
Manchester Utd,Leicester,16:00,3,1,1.38,5.13,9.06,1,0,0,1
Stoke,QPR,16:00,3,1,1.77,3.63,5.13,1,0,0,1
Sunderland,Burnley,16:00,2,0,2.31,3.25,3.43,1,0,0,1
West Brom,Tottenham,16:00,0,3,2.87,3.26,2.65,0,0,1,1
Hull,Newcastle,13:45,0,3,2.61,3.18,2.98,0,0,1,0
Everton,West Brom,21:00,0,0,1.84,3.54,4.74,0,1,0,0
Manchester City,Arsenal,17:00,0,2,1.78,3.98,4.46,0,0,1,0
West Ham,Hull,14:30,3,0,1.74,3.64,5.28,1,0,0,1
Newcastle,Southampton,18:30,1,2,2.86,3.19,2.68,0,0,1,1
Aston Villa,Liverpool,16:00,0,2,4.51,3.59,1.88,0,0,1,1
Burnley,Crystal Palace,16:00,2,3,2.45,3.2,3.21,0,0,1,0
Leicester,Stoke,16:00,0,1,2.49,3.29,3.06,0,0,1,0
QPR,Manchester Utd,16:00,0,2,5.75,4.28,1.6,0,0,1,1
Swansea,Chelsea,16:00,0,5,6.95,4.25,1.53,0,0,1,1
Tottenham,Sunderland,16:00,2,1,1.57,4.17,6.35,1,0,0,1
Manchester Utd,Southampton,17:00,0,1,1.82,3.63,4.72,0,0,1,0
Arsenal,Stoke,14:30,3,0,1.48,4.45,7.47,1,0,0,1
Crystal Palace,Tottenham,18:30,2,1,3.42,3.39,2.23,1,0,0,0
Burnley,QPR,16:00,2,1,2.09,3.48,3.74,1,0,0,1
Chelsea,Newcastle,16:00,2,0,1.2,7.24,16.05,1,0,0,1
Everton,Manchester City,16:00,1,1,4.5,3.89,1.81,0,1,0,0
Leicester,Aston Villa,16:00,1,0,2.19,3.33,3.63,1,0,0,1
Swansea,West Ham,16:00,1,1,2.16,3.45,3.56,0,1,0,0
West Brom,Hull,16:00,1,0,2.02,3.25,4.37,1,0,0,1
Sunderland,Liverpool,13:45,0,1,3.72,3.38,2.13,0,0,1,1
Tottenham,Chelsea,18:30,5,3,5.92,3.99,1.63,1,0,0,0
Aston Villa,Crystal Palace,16:00,0,0,2.31,3.2,3.49,0,1,0,0
Hull,Everton,16:00,2,0,3.16,3.26,2.44,1,0,0,0
Liverpool,Leicester,16:00,2,2,1.4,4.94,8.78,0,1,0,0
Manchester City,Sunderland,16:00,3,2,1.23,6.66,14.52,1,0,0,1
Newcastle,Burnley,16:00,3,3,1.9,3.54,4.49,0,1,0,0
QPR,Swansea,16:00,1,1,3.01,3.42,2.44,0,1,0,0
Southampton,Arsenal,16:00,2,0,2.63,3.44,2.76,1,0,0,1
West Ham,West Brom,16:00,1,1,1.82,3.73,4.65,0,1,0,0
Stoke,Manchester Utd,13:45,1,1,4.54,3.55,1.88,0,1,0,0
Liverpool,Swansea,21:00,4,1,1.72,3.81,5.31,1,0,0,1
Newcastle,Everton,17:15,3,2,2.62,3.36,2.8,1,0,0,1
Aston Villa,Sunderland,16:00,0,0,2.21,3.23,3.63,0,1,0,0
Hull,Leicester,16:00,0,1,2.48,3.22,3.09,0,0,1,0
Manchester City,Burnley,16:00,2,2,1.19,7.22,16.25,0,1,0,0
QPR,Crystal Palace,16:00,0,0,2.48,3.28,3.04,0,1,0,0
Stoke,West Brom,16:00,2,0,2.01,3.31,4.22,1,0,0,1
West Ham,Arsenal,16:00,1,2,3.78,3.65,2.0,0,0,1,1
Southampton,Chelsea,15:05,1,1,4.34,3.49,1.93,0,1,0,0
Tottenham,Manchester Utd,13:00,0,0,3.06,3.49,2.36,0,1,0,0
Arsenal,QPR,18:30,2,1,1.28,5.92,12.22,1,0,0,1
Burnley,Liverpool,16:00,0,1,5.43,3.92,1.68,0,0,1,1
Crystal Palace,Southampton,16:00,1,3,3.81,3.36,2.12,0,0,1,1
Everton,Stoke,16:00,0,1,1.86,3.6,4.58,0,0,1,0
Leicester,Tottenham,16:00,1,2,3.39,3.49,2.22,0,0,1,1
Manchester Utd,Newcastle,16:00,3,1,1.36,5.21,9.39,1,0,0,1
Sunderland,Hull,16:00,1,3,1.99,3.25,4.48,0,0,1,0
Swansea,Aston Villa,16:00,1,0,1.7,3.81,5.52,1,0,0,1
West Brom,Manchester City,16:00,1,3,6.08,4.21,1.58,0,0,1,1
Chelsea,West Ham,13:45,2,0,1.31,5.71,10.48,1,0,0,1
Stoke,Chelsea,21:00,0,2,6.33,4.02,1.6,0,0,1,1
Liverpool,Arsenal,17:00,2,2,2.79,3.52,2.56,0,1,0,0
Newcastle,Sunderland,14:30,0,1,2.14,3.28,3.77,0,0,1,0
Aston Villa,Manchester Utd,16:00,1,1,5.97,3.99,1.63,0,1,0,0
Hull,Swansea,16:00,0,1,2.74,3.17,2.83,0,0,1,0
QPR,West Brom,16:00,3,2,2.5,3.28,3.06,1,0,0,1
Southampton,Everton,16:00,3,0,2.32,3.36,3.28,1,0,0,1
Tottenham,Burnley,16:00,2,1,1.44,4.68,8.04,1,0,0,1
West Ham,Leicester,16:00,2,0,1.67,3.98,5.55,1,0,0,1
Manchester City,Crystal Palace,13:45,3,0,1.31,5.72,11.16,1,0,0,1
Everton,QPR,21:00,3,1,1.42,4.86,7.84,1,0,0,1
Swansea,Tottenham,17:00,1,2,2.4,3.43,3.04,0,0,1,0
Manchester Utd,Liverpool,14:30,3,0,1.87,3.58,4.51,1,0,0,1
Arsenal,Newcastle,18:30,4,1,1.42,5.03,7.42,1,0,0,1
Burnley,Southampton,16:00,1,0,4.93,3.63,1.81,1,0,0,0
Chelsea,Hull,16:00,2,0,1.18,7.68,19.1,1,0,0,1
Crystal Palace,Stoke,16:00,1,1,2.48,3.2,3.15,0,1,0,0
Leicester,Manchester City,16:00,0,1,7.36,4.72,1.46,0,0,1,1
Sunderland,West Ham,16:00,1,1,2.79,3.27,2.72,0,1,0,0
West Brom,Aston Villa,16:00,1,0,2.21,3.26,3.65,1,0,0,1
Southampton,Manchester Utd,21:00,1,2,2.91,3.42,2.53,0,0,1,1
Aston Villa,Leicester,17:00,2,1,2.48,3.3,3.02,1,0,0,1
West Ham,Swansea,14:30,3,1,2.34,3.32,3.24,1,0,0,1
Manchester City,Everton,18:30,1,0,1.46,4.74,7.21,1,0,0,1
Hull,West Brom,16:00,0,0,2.42,3.26,3.19,0,1,0,0
Liverpool,Sunderland,16:00,0,0,1.48,4.5,7.52,0,1,0,0
QPR,Burnley,16:00,2,0,2.04,3.44,3.96,1,0,0,1
Stoke,Arsenal,16:00,3,2,3.62,3.42,2.15,1,0,0,0
Tottenham,Crystal Palace,16:00,0,0,1.64,3.96,5.83,0,1,0,0
Newcastle,Chelsea,13:45,2,1,6.28,4.12,1.58,1,0,0,0
Arsenal,Southampton,20:45,1,0,1.78,3.69,5.01,1,0,0,1
Chelsea,Tottenham,20:45,3,0,1.44,4.74,7.85,1,0,0,1
Everton,Hull,20:45,1,1,1.52,4.38,6.84,0,1,0,0
Sunderland,Manchester City,20:45,1,4,7.08,4.8,1.47,0,0,1,1
Crystal Palace,Aston Villa,21:00,0,1,2.03,3.42,4.02,0,0,1,0
West Brom,West Ham,21:00,1,2,2.43,3.32,3.11,0,0,1,0
Burnley,Newcastle,20:45,1,1,2.87,3.3,2.63,0,1,0,0
Leicester,Liverpool,20:45,1,3,4.01,3.55,1.99,0,0,1,1
Manchester Utd,Stoke,20:45,2,1,1.59,4.08,6.31,1,0,0,1
Swansea,QPR,20:45,2,0,1.66,3.98,5.55,1,0,0,1
Tottenham,Everton,17:00,2,1,2.25,3.4,3.37,1,0,0,1
Southampton,Manchester City,14:30,0,3,3.01,3.34,2.45,0,0,1,1
Sunderland,Chelsea,18:30,0,0,8.79,5.13,1.37,0,1,0,0
Burnley,Aston Villa,16:00,1,1,2.23,3.3,3.56,0,1,0,0
Liverpool,Stoke,16:00,1,0,1.72,3.83,5.25,1,0,0,1
Manchester Utd,Hull,16:00,3,0,1.36,5.28,9.21,1,0,0,1
QPR,Leicester,16:00,3,2,2.48,3.3,3.06,1,0,0,1
Swansea,Crystal Palace,16:00,1,1,1.85,3.54,4.77,0,1,0,0
West Ham,Newcastle,16:00,1,0,2.3,3.39,3.3,1,0,0,1
West Brom,Arsenal,13:45,0,1,4.93,3.74,1.78,0,0,1,1
Aston Villa,Southampton,21:00,1,1,5.59,3.89,1.67,0,1,0,0
Hull,Tottenham,17:00,1,2,3.4,3.37,2.24,0,0,1,1
Crystal Palace,Liverpool,14:30,3,1,4.14,3.48,1.96,1,0,0,0
Arsenal,Manchester Utd,18:30,1,2,2.0,3.68,3.81,0,0,1,0
Chelsea,West Brom,16:00,2,0,1.23,6.64,15.16,1,0,0,1
Everton,West Ham,16:00,2,1,1.61,4.24,5.67,1,0,0,1
Leicester,Sunderland,16:00,0,0,1.96,3.54,4.13,0,1,0,0
Manchester City,Swansea,16:00,2,1,1.35,5.51,8.96,1,0,0,1
Newcastle,QPR,16:00,1,0,1.81,3.67,4.81,1,0,0,1
Stoke,Burnley,16:00,1,2,1.65,3.69,6.34,0,0,1,0
Swansea,Arsenal,17:00,2,1,4.05,3.53,1.97,1,0,0,0
Sunderland,Everton,14:30,1,1,3.89,3.41,2.06,0,1,0,0
Tottenham,Stoke,14:30,1,2,1.81,3.51,5.03,0,0,1,0
West Brom,Newcastle,14:30,0,2,2.16,3.36,3.62,0,0,1,0
QPR,Manchester City,18:30,2,2,6.63,4.6,1.5,0,1,0,0
Burnley,Hull,16:00,1,0,2.5,3.35,2.99,1,0,0,1
Manchester Utd,Crystal Palace,16:00,1,0,1.32,5.59,10.3,1,0,0,1
Southampton,Leicester,16:00,2,0,1.45,4.77,7.4,1,0,0,1
West Ham,Aston Villa,16:00,0,0,1.71,3.8,5.41,0,1,0,0
Liverpool,Chelsea,13:45,1,2,3.39,3.45,2.23,0,0,1,1
Crystal Palace,Sunderland,21:00,1,3,2.08,3.36,3.93,0,0,1,0
Aston Villa,Tottenham,17:00,1,2,4.32,3.51,1.92,0,0,1,1
Manchester City,Manchester Utd,14:30,1,0,2.01,3.62,3.84,1,0,0,1
Arsenal,Burnley,16:00,3,0,1.27,6.13,12.18,1,0,0,1
Chelsea,QPR,16:00,2,1,1.16,8.18,20.16,1,0,0,1
Everton,Swansea,16:00,0,0,1.88,3.59,4.45,0,1,0,0
Hull,Southampton,16:00,0,1,4.19,3.63,1.93,0,0,1,1
Leicester,West Brom,16:00,0,1,2.4,3.41,3.09,0,0,1,0
Stoke,West Ham,16:00,2,2,2.33,3.4,3.22,0,1,0,0
Newcastle,Liverpool,13:45,1,0,3.58,3.61,2.09,1,0,0,0
QPR,Aston Villa,21:00,2,0,2.32,3.3,3.36,1,0,0,1
Manchester Utd,Chelsea,17:00,1,1,2.84,3.27,2.66,0,1,0,0
Burnley,Everton,14:30,1,3,4.07,3.42,2.0,0,0,1,1
Tottenham,Newcastle,14:30,1,2,1.55,4.26,6.28,0,0,1,0
Swansea,Leicester,18:30,2,0,1.84,3.67,4.52,1,0,0,1
Liverpool,Hull,16:00,0,0,1.39,5.06,8.68,0,1,0,0
Southampton,Stoke,16:00,1,0,1.58,4.09,6.39,1,0,0,1
Sunderland,Arsenal,16:00,0,2,4.64,3.77,1.8,0,0,1,1
West Brom,Crystal Palace,16:00,2,2,1.85,3.65,4.58,0,1,0,0
West Ham,Manchester City,13:45,2,1,6.13,4.39,1.56,1,0,0,0
West Brom,Manchester Utd,21:00,2,2,4.81,3.8,1.77,0,1,0,0
Stoke,Swansea,17:00,2,1,2.34,3.26,3.28,1,0,0,1
QPR,Liverpool,14:30,2,3,6.7,4.19,1.54,0,0,1,1
Arsenal,Hull,16:00,2,2,1.42,4.89,8.12,0,1,0,0
Burnley,West Ham,16:00,1,3,2.73,3.34,2.72,0,0,1,1
Crystal Palace,Chelsea,16:00,1,2,7.83,4.54,1.46,0,0,1,1
Everton,Aston Villa,16:00,3,0,1.55,4.35,6.38,1,0,0,1
Newcastle,Leicester,16:00,1,0,2.12,3.52,3.57,1,0,0,1
Southampton,Sunderland,16:00,8,0,1.51,4.34,7.19,1,0,0,1
Manchester City,Tottenham,13:45,4,1,1.46,4.8,7.22,1,0,0,1
West Ham,QPR,17:15,2,0,1.86,3.62,4.42,1,0,0,1
Chelsea,Arsenal,15:05,2,0,1.7,3.81,5.41,1,0,0,1
Tottenham,Southampton,15:05,1,0,2.42,3.38,3.04,1,0,0,1
Manchester Utd,Everton,13:00,2,1,1.58,4.21,5.88,1,0,0,1
Aston Villa,Manchester City,18:30,0,2,8.37,4.8,1.41,0,0,1,1
Hull,Crystal Palace,16:00,2,0,2.17,3.36,3.63,1,0,0,1
Leicester,Burnley,16:00,2,2,1.69,3.85,5.53,0,1,0,0
Liverpool,West Brom,16:00,2,1,1.46,4.65,7.7,1,0,0,1
Sunderland,Stoke,16:00,3,1,2.66,3.2,2.9,1,0,0,1
Swansea,Newcastle,16:00,2,2,1.98,3.53,4.08,0,1,0,0
Stoke,Newcastle,21:00,1,0,2.15,3.33,3.71,1,0,0,1
West Brom,Burnley,17:00,4,0,1.9,3.37,4.67,1,0,0,1
Arsenal,Tottenham,18:30,1,1,1.79,3.78,4.79,0,1,0,0
Chelsea,Aston Villa,16:00,3,0,1.22,6.76,14.99,1,0,0,1
Crystal Palace,Leicester,16:00,2,0,2.67,3.41,2.75,1,0,0,1
Hull,Manchester City,16:00,2,4,6.84,4.48,1.51,0,0,1,1
Manchester Utd,West Ham,16:00,2,1,1.33,5.93,8.9,1,0,0,1
Southampton,QPR,16:00,2,1,1.55,4.28,6.57,1,0,0,1
Sunderland,Swansea,16:00,0,0,2.88,3.26,2.64,0,1,0,0
Liverpool,Everton,13:45,1,1,1.91,3.68,4.23,0,1,0,0
Everton,Crystal Palace,17:00,2,3,1.51,4.36,6.94,0,0,1,0
Manchester City,Chelsea,17:00,1,1,2.47,3.36,3.02,0,1,0,0
Leicester,Manchester Utd,14:30,5,3,5.43,3.93,1.68,1,0,0,0
Tottenham,West Brom,14:30,0,1,1.49,4.52,6.97,0,0,1,0
West Ham,Liverpool,18:30,3,1,4.95,3.82,1.74,1,0,0,0
Aston Villa,Arsenal,16:00,0,3,4.64,3.69,1.83,0,0,1,1
Burnley,Sunderland,16:00,0,0,2.56,3.21,3.04,0,1,0,0
Newcastle,Hull,16:00,2,2,2.15,3.36,3.7,0,1,0,0
Swansea,Southampton,16:00,0,1,2.67,3.33,2.81,0,0,1,0
QPR,Stoke,13:45,2,2,2.78,3.12,2.82,0,1,0,0
Hull,West Ham,21:00,2,2,2.15,3.32,3.73,0,1,0,0
Manchester Utd,QPR,17:00,4,0,1.26,6.13,12.72,1,0,0,1
Liverpool,Aston Villa,18:30,0,1,1.31,5.59,10.75,0,0,1,0
Chelsea,Swansea,16:00,4,2,1.31,5.47,11.7,1,0,0,1
Crystal Palace,Burnley,16:00,0,0,2.23,3.27,3.6,0,1,0,0
Southampton,Newcastle,16:00,4,0,1.75,3.74,5.13,1,0,0,1
Stoke,Leicester,16:00,0,1,2.18,3.36,3.59,0,0,1,0
Sunderland,Tottenham,16:00,2,2,3.72,3.48,2.1,0,1,0,0
West Brom,Everton,16:00,0,2,3.53,3.41,2.19,0,0,1,1
Arsenal,Manchester City,13:45,2,2,2.57,3.39,2.88,0,1,0,0
Leicester,Arsenal,17:00,1,1,4.21,3.62,1.89,0,1,0,0
Aston Villa,Hull,14:30,2,1,2.49,3.08,3.18,1,0,0,1
Tottenham,Liverpool,14:30,0,3,2.73,3.45,2.59,0,0,1,1
