team1,team2,matchStartTime,team1score,team2score,homeodd,drawodd,awayodd,home_odd_win,draw_odd_win,away_odd_win,bookmakers_prediction
Aston Villa,Wolves,13:45,2,2,1.42,4.28,8.18,0,1,0,0
Wigan,Aston Villa,20:45,1,2,3.54,3.3,2.1,0,0,1,1
Liverpool,Portsmouth,21:00,4,1,1.25,5.62,12.57,1,0,0,1
Sunderland,Manchester City,17:00,1,1,3.51,3.36,2.11,0,1,0,0
Manchester Utd,Fulham,14:30,3,0,1.21,6.04,15.01,1,0,0,1
Hull,Arsenal,18:30,1,2,8.18,4.66,1.39,0,0,1,1
Birmingham,Everton,16:00,2,2,3.06,3.21,2.38,0,1,0,0
Bolton,Wigan,16:00,4,0,2.14,3.28,3.51,1,0,0,1
Burnley,Wolves,16:00,1,2,2.32,3.24,3.13,0,0,1,0
Chelsea,West Ham,16:00,4,1,1.22,5.92,14.4,1,0,0,1
Stoke,Aston Villa,16:00,0,0,3.13,3.23,2.32,0,1,0,0
Tottenham,Blackburn,13:45,3,1,1.42,4.34,7.99,1,0,0,1
Burnley,Stoke,20:45,1,1,2.46,3.24,2.93,0,1,0,0
Portsmouth,Birmingham,20:45,1,2,2.27,3.28,3.2,0,0,1,0
Sunderland,Bolton,20:45,4,0,2.13,3.28,3.52,1,0,0,1
Wigan,Liverpool,21:00,1,0,6.27,3.76,1.58,1,0,0,0
Everton,Hull,17:00,5,1,1.39,4.45,8.8,1,0,0,1
Wolves,Manchester Utd,18:30,0,1,8.71,4.49,1.37,0,0,1,1
Arsenal,Burnley,16:00,3,1,1.13,7.48,19.66,1,0,0,1
West Ham,Bolton,16:00,1,2,1.75,3.54,4.91,0,0,1,0
Liverpool,Blackburn,16:00,2,1,1.34,4.69,10.12,1,0,0,1
Sunderland,Fulham,16:00,0,0,2.08,3.27,3.68,0,1,0,0
Tottenham,Everton,14:00,2,1,1.9,3.35,4.16,1,0,0,1
Stoke,Arsenal,18:30,1,3,5.09,3.56,1.72,0,0,1,1
Birmingham,Wigan,16:00,1,0,1.9,3.35,4.28,1,0,0,1
Bolton,Wolves,16:00,1,0,2.02,3.28,3.84,1,0,0,1
Burnley,Portsmouth,16:00,1,2,1.97,3.41,3.91,0,0,1,0
Chelsea,Manchester City,13:45,2,4,1.44,4.2,7.84,0,0,1,0
Manchester Utd,West Ham,21:00,3,0,1.2,6.29,14.4,1,0,0,1
Wigan,Tottenham,17:15,0,3,3.72,3.42,2.01,0,0,1,1
Fulham,Birmingham,16:00,2,1,2.06,3.26,3.74,1,0,0,1
Manchester City,Liverpool,16:00,0,0,2.74,3.22,2.6,0,1,0,0
Aston Villa,Burnley,15:00,5,2,1.36,4.52,9.62,1,0,0,1
Blackburn,Bolton,13:00,3,0,2.03,3.23,3.83,1,0,0,1
Portsmouth,Stoke,18:30,1,2,2.24,3.22,3.29,0,0,1,0
Arsenal,Sunderland,16:00,2,0,1.21,5.97,14.63,1,0,0,1
West Ham,Hull,16:00,3,0,1.72,3.57,5.12,1,0,0,1
Wolves,Chelsea,16:00,0,2,9.0,4.65,1.36,0,0,1,1
Everton,Manchester Utd,13:45,3,1,4.56,3.52,1.8,1,0,0,0
Wigan,Bolton,21:00,0,0,2.25,3.25,3.24,0,1,0,0
Stoke,Manchester City,20:45,1,1,3.1,3.24,2.34,0,1,0,0
Blackburn,Hull,21:00,1,0,1.86,3.42,4.36,1,0,0,1
Everton,Chelsea,21:00,2,1,5.14,3.62,1.7,1,0,0,0
Arsenal,Liverpool,20:45,1,0,1.93,3.43,3.98,1,0,0,1
Aston Villa,Manchester Utd,20:45,1,1,4.42,3.48,1.84,0,1,0,0
West Ham,Birmingham,20:45,2,0,2.14,3.29,3.46,1,0,0,1
Wolves,Tottenham,20:45,1,0,4.73,3.54,1.77,1,0,0,0
Fulham,Burnley,21:00,3,0,1.77,3.44,5.0,1,0,0,1
Manchester City,Bolton,20:45,2,0,1.42,4.43,7.87,1,0,0,1
Portsmouth,Sunderland,20:45,1,1,2.34,3.24,3.11,0,1,0,0
Wigan,Stoke,20:45,1,1,2.27,3.24,3.22,0,1,0,0
Chelsea,Arsenal,17:00,2,0,1.82,3.48,4.54,1,0,0,1
Birmingham,Wolves,14:30,2,1,1.87,3.31,4.5,1,0,0,1
Tottenham,Aston Villa,18:30,0,0,2.01,3.34,3.84,0,1,0,0
Bolton,Fulham,16:00,0,0,2.12,3.29,3.54,0,1,0,0
Burnley,West Ham,16:00,2,1,2.49,3.28,2.84,1,0,0,1
Hull,Manchester City,16:00,2,1,4.98,3.57,1.73,1,0,0,0
Manchester Utd,Portsmouth,16:00,5,0,1.13,7.95,21.0,1,0,0,1
Stoke,Blackburn,16:00,3,0,2.26,3.22,3.24,1,0,0,1
Sunderland,Wigan,16:00,1,1,1.98,3.38,3.81,0,1,0,0
Liverpool,Everton,13:45,1,0,1.96,3.25,4.15,1,0,0,1
Fulham,Portsmouth,21:00,1,0,1.83,3.33,4.72,1,0,0,1
Hull,Chelsea,20:45,1,1,12.36,5.46,1.26,0,1,0,0
Sunderland,Stoke,21:00,0,0,2.08,3.29,3.69,0,1,0,0
Arsenal,Manchester Utd,17:00,1,3,2.37,3.27,3.01,0,0,1,0
Manchester City,Portsmouth,14:30,2,0,1.29,5.08,11.2,1,0,0,1
Burnley,Chelsea,18:30,1,2,11.5,5.11,1.29,0,0,1,1
Birmingham,Tottenham,16:00,1,1,3.27,3.27,2.23,0,1,0,0
Fulham,Aston Villa,16:00,0,2,2.69,3.23,2.64,0,0,1,1
Hull,Wolves,16:00,2,2,2.34,3.26,3.08,0,1,0,0
Liverpool,Bolton,16:00,2,0,1.41,4.41,8.03,1,0,0,1
West Ham,Blackburn,16:00,0,0,2.03,3.35,3.71,0,1,0,0
Wigan,Everton,16:00,0,1,3.47,3.31,2.14,0,0,1,1
Blackburn,Wigan,21:00,2,1,1.97,3.39,3.88,1,0,0,1
Everton,Sunderland,21:00,2,0,1.57,3.88,6.02,1,0,0,1
Aston Villa,Arsenal,20:45,0,0,3.45,3.36,2.12,0,1,0,0
Chelsea,Birmingham,20:45,3,0,1.25,5.43,13.2,1,0,0,1
Bolton,Burnley,21:00,1,0,1.76,3.58,4.73,1,0,0,1
Tottenham,Fulham,21:00,2,0,1.63,3.64,5.97,1,0,0,1
Portsmouth,West Ham,20:45,1,1,2.32,3.28,3.06,0,1,0,0
Wolves,Liverpool,20:45,0,0,5.6,3.61,1.65,0,1,0,0
Manchester Utd,Hull,16:00,4,0,1.15,7.02,16.6,1,0,0,1
Liverpool,Tottenham,21:00,2,0,2.31,3.29,3.1,1,0,0,1
Arsenal,Bolton,20:45,4,2,1.2,6.1,16.22,1,0,0,1
Bolton,Arsenal,17:00,0,2,6.24,4.0,1.54,0,0,1,1
Blackburn,Fulham,16:00,2,0,2.48,3.23,2.89,1,0,0,1
Aston Villa,West Ham,14:30,0,0,1.55,3.76,6.72,0,1,0,0
Everton,Manchester City,18:30,2,0,2.67,3.31,2.61,1,0,0,0
Chelsea,Sunderland,16:00,7,2,1.23,5.98,13.4,1,0,0,1
Manchester Utd,Burnley,16:00,3,0,1.15,7.3,17.4,1,0,0,1
Tottenham,Hull,16:00,0,0,1.25,5.78,11.6,0,1,0,0
Wolves,Wigan,16:00,0,2,2.24,3.3,3.23,0,0,1,0
Stoke,Liverpool,13:45,1,1,3.44,3.23,2.19,0,1,0,0
Manchester City,Blackburn,21:00,4,1,1.53,3.95,6.64,1,0,0,1
Birmingham,Manchester Utd,18:30,1,1,6.01,3.75,1.6,0,1,0,0
Arsenal,Everton,16:00,2,2,1.37,4.54,8.6,0,1,0,0
Stoke,Fulham,20:45,3,2,2.76,3.12,2.66,1,0,0,0
Manchester Utd,Wigan,21:00,5,0,1.2,6.21,15.75,1,0,0,1
Portsmouth,Arsenal,20:45,1,4,6.66,4.02,1.52,0,0,1,1
Bolton,Hull,21:00,2,2,1.74,3.58,4.97,0,1,0,0
Aston Villa,Liverpool,20:45,0,1,3.12,3.19,2.36,0,0,1,1
Wolves,Manchester City,20:45,0,3,4.45,3.52,1.83,0,0,1,1
Blackburn,Sunderland,16:00,2,2,2.06,3.3,3.7,0,1,0,0
Chelsea,Fulham,16:00,2,1,1.36,4.64,9.1,1,0,0,1
Everton,Burnley,16:00,2,0,1.59,3.78,6.0,1,0,0,1
Stoke,Birmingham,16:00,0,1,2.42,3.23,3.02,0,0,1,0
Tottenham,West Ham,13:45,2,0,1.43,4.31,7.96,1,0,0,1
Hull,Manchester Utd,17:00,1,3,9.59,4.78,1.34,0,0,1,1
Arsenal,Aston Villa,14:30,3,0,1.67,3.69,5.25,1,0,0,1
Liverpool,Wolves,18:30,2,0,1.26,5.35,11.36,1,0,0,1
Manchester City,Stoke,16:00,2,0,1.46,4.16,7.62,1,0,0,1
Sunderland,Everton,16:00,1,1,2.37,3.26,3.04,0,1,0,0
Wigan,Blackburn,16:00,1,1,2.19,3.26,3.25,0,1,0,0
Burnley,Bolton,15:00,1,1,2.39,3.31,2.96,0,1,0,0
Fulham,Tottenham,14:00,0,0,2.8,3.33,2.5,0,1,0,0
West Ham,Portsmouth,14:00,2,0,2.1,3.33,3.55,1,0,0,1
Birmingham,Chelsea,13:45,0,0,6.83,3.81,1.51,0,1,0,0
West Ham,Chelsea,17:00,1,1,8.76,4.68,1.37,0,1,0,0
Everton,Birmingham,16:00,1,1,1.9,3.43,4.05,0,1,0,0
Wolves,Burnley,14:30,2,0,2.11,3.32,3.53,1,0,0,1
Arsenal,Hull,18:30,3,0,1.2,6.47,14.88,1,0,0,1
Aston Villa,Stoke,16:00,1,0,1.44,4.14,7.92,1,0,0,1
Blackburn,Tottenham,16:00,0,2,3.59,3.39,2.07,0,0,1,1
Fulham,Manchester Utd,16:00,3,0,5.22,3.52,1.72,1,0,0,0
Manchester City,Sunderland,16:00,4,3,1.59,3.73,6.12,1,0,0,1
Portsmouth,Liverpool,13:45,2,0,5.92,3.74,1.61,1,0,0,0
Liverpool,Wigan,21:00,2,1,1.31,4.81,10.05,1,0,0,1
Tottenham,Manchester City,21:00,3,0,2.13,3.43,3.36,1,0,0,1
Burnley,Arsenal,20:45,1,1,7.15,4.26,1.45,0,1,0,0
Chelsea,Portsmouth,20:45,2,1,1.15,7.14,17.7,1,0,0,1
Birmingham,Blackburn,21:00,2,1,2.24,3.22,3.31,1,0,0,1
Bolton,West Ham,21:00,3,1,2.13,3.3,3.48,1,0,0,1
Manchester Utd,Wolves,21:00,3,0,1.14,7.5,18.6,1,0,0,1
Sunderland,Aston Villa,20:45,0,2,2.7,3.25,2.61,0,0,1,1
Liverpool,Arsenal,17:00,1,2,2.11,3.35,3.49,0,0,1,0
Manchester Utd,Aston Villa,18:30,0,1,1.43,4.36,7.96,0,0,1,0
Birmingham,West Ham,16:00,1,0,2.12,3.31,3.49,1,0,0,1
Bolton,Manchester City,16:00,3,3,4.54,3.58,1.79,0,1,0,0
Burnley,Fulham,16:00,1,1,2.55,3.23,2.82,0,1,0,0
Chelsea,Everton,16:00,3,3,1.24,5.69,14.25,0,1,0,0
Hull,Blackburn,16:00,0,0,2.86,3.24,2.5,0,1,0,0
Sunderland,Portsmouth,16:00,1,1,1.9,3.38,4.28,0,1,0,0
Tottenham,Wolves,16:00,0,1,1.27,5.38,11.7,0,0,1,0
Stoke,Wigan,13:45,2,2,2.12,3.32,3.48,0,1,0,0
Everton,Tottenham,17:00,2,2,3.06,3.33,2.33,0,1,0,0
Fulham,Sunderland,16:00,1,0,2.12,3.27,3.55,1,0,0,1
Manchester City,Chelsea,18:30,2,1,4.35,3.45,1.86,1,0,0,0
Arsenal,Stoke,16:00,2,0,1.25,5.51,13.1,1,0,0,1
Aston Villa,Hull,16:00,3,0,1.45,4.25,7.66,1,0,0,1
Blackburn,Liverpool,16:00,0,0,5.25,3.73,1.67,0,1,0,0
West Ham,Manchester Utd,16:00,0,4,7.65,4.16,1.45,0,0,1,1
Wigan,Birmingham,16:00,2,3,2.1,3.3,3.57,0,0,1,0
Wolves,Bolton,16:00,2,1,2.38,3.21,3.07,1,0,0,1
Portsmouth,Burnley,13:45,2,0,1.89,3.45,4.19,1,0,0,1
Arsenal,Chelsea,17:00,0,3,2.76,3.23,2.59,0,0,1,1
Everton,Liverpool,14:30,0,2,3.74,3.23,2.08,0,0,1,1
Wolves,Birmingham,13:00,0,1,2.3,3.2,3.2,0,0,1,0
Aston Villa,Tottenham,18:30,1,1,2.45,3.29,2.88,0,1,0,0
Blackburn,Stoke,16:00,0,0,1.93,3.34,4.14,0,1,0,0
Manchester City,Hull,16:00,1,1,1.28,5.33,11.38,0,1,0,0
Portsmouth,Manchester Utd,16:00,1,4,9.02,4.56,1.37,0,0,1,1
West Ham,Burnley,16:00,5,3,1.76,3.61,4.65,1,0,0,1
Wigan,Sunderland,16:00,1,0,2.49,3.3,2.82,1,0,0,1
Fulham,Bolton,16:00,1,1,1.75,3.55,4.88,0,1,0,0
Fulham,Blackburn,21:00,3,0,2.1,3.28,3.61,1,0,0,1
Hull,Everton,20:45,3,2,3.5,3.31,2.07,1,0,0,0
Stoke,Portsmouth,17:00,1,0,2.14,3.32,3.46,1,0,0,1
Tottenham,Wigan,16:00,9,1,1.48,4.06,7.44,1,0,0,1
Bolton,Blackburn,14:30,0,2,2.29,3.21,3.22,0,0,1,0
Manchester Utd,Everton,18:30,3,0,1.36,4.59,9.45,1,0,0,1
Birmingham,Fulham,16:00,1,0,2.38,3.22,3.06,1,0,0,1
Burnley,Aston Villa,16:00,1,1,3.35,3.31,2.19,0,1,0,0
Chelsea,Wolves,16:00,4,0,1.17,6.57,18.56,1,0,0,1
Hull,West Ham,16:00,3,3,3.2,3.34,2.25,0,1,0,0
Sunderland,Arsenal,16:00,1,0,5.79,3.75,1.61,1,0,0,0
Liverpool,Manchester City,13:45,2,2,1.83,3.49,4.45,0,1,0,0
Liverpool,Birmingham,21:00,2,2,1.33,4.71,10.46,0,1,0,0
Chelsea,Manchester Utd,17:00,1,0,1.89,3.37,4.25,1,0,0,1
West Ham,Everton,16:00,1,2,2.48,3.29,2.86,0,0,1,0
Wigan,Fulham,16:00,1,1,2.25,3.26,3.26,0,1,0,0
Hull,Stoke,14:30,2,1,2.81,3.25,2.54,1,0,0,0
Wolves,Arsenal,18:30,1,4,8.82,4.72,1.36,0,0,1,1
Aston Villa,Bolton,16:00,5,1,1.74,3.52,5.0,1,0,0,1
Blackburn,Portsmouth,16:00,3,1,2.0,3.38,3.81,1,0,0,1
Manchester City,Burnley,16:00,3,3,1.31,5.02,10.25,0,1,0,0
Tottenham,Sunderland,16:00,2,0,1.52,3.98,6.75,1,0,0,1
West Ham,Aston Villa,20:45,2,1,2.48,3.27,2.85,1,0,0,1
Birmingham,Manchester City,17:00,0,0,4.22,3.44,1.84,0,1,0,0
Manchester Utd,Blackburn,18:30,2,0,1.2,6.31,14.38,1,0,0,1
Bolton,Chelsea,16:00,0,4,8.62,4.23,1.42,0,0,1,1
Burnley,Hull,16:00,2,0,1.81,3.44,4.63,1,0,0,1
Everton,Aston Villa,16:00,1,1,2.27,3.3,3.19,0,1,0,0
Fulham,Liverpool,16:00,3,1,4.21,3.49,1.87,1,0,0,0
Portsmouth,Wigan,16:00,4,0,2.3,3.28,3.15,1,0,0,1
Stoke,Wolves,16:00,2,2,2.03,3.31,3.7,0,1,0,0
Sunderland,West Ham,16:00,2,2,2.02,3.33,3.8,0,1,0,0
Arsenal,Tottenham,13:45,3,0,1.53,4.01,6.44,1,0,0,1
West Ham,Arsenal,17:15,2,2,7.31,4.28,1.45,0,1,0,0
Manchester City,Fulham,16:00,2,2,1.44,4.2,7.94,0,1,0,0
Liverpool,Manchester Utd,15:00,2,0,2.96,3.24,2.43,1,0,0,0
Bolton,Everton,14:30,3,2,2.45,3.3,2.87,1,0,0,1
Chelsea,Blackburn,18:30,5,0,1.17,6.79,18.3,1,0,0,1
Birmingham,Sunderland,16:00,2,1,2.87,3.27,2.48,1,0,0,0
Burnley,Wigan,16:00,1,3,2.48,3.23,2.89,0,0,1,0
Hull,Portsmouth,16:00,0,0,2.67,3.24,2.66,0,1,0,0
Tottenham,Stoke,16:00,0,1,1.42,4.37,7.76,0,0,1,0
Wolves,Aston Villa,13:45,1,1,3.41,3.33,2.15,0,1,0,0
Fulham,Hull,21:00,2,0,1.66,3.56,5.67,1,0,0,1
Wigan,Manchester City,17:00,1,1,4.28,3.44,1.87,0,1,0,0
Blackburn,Burnley,14:00,3,2,1.74,3.53,5.02,1,0,0,1
Arsenal,Birmingham,16:00,3,1,1.15,7.21,18.95,1,0,0,1
Manchester Utd,Bolton,16:00,2,1,1.24,5.42,13.94,1,0,0,1
Portsmouth,Tottenham,16:00,1,2,3.95,3.3,1.99,0,0,1,1
Everton,Wolves,16:00,1,1,1.47,4.15,7.38,0,1,0,0
Stoke,West Ham,16:00,2,1,2.22,3.25,3.34,1,0,0,1
Sunderland,Liverpool,16:00,1,0,3.58,3.23,2.13,1,0,0,0
Aston Villa,Chelsea,13:45,2,1,5.28,3.41,1.74,1,0,0,0
Aston Villa,Manchester City,21:00,1,1,2.84,3.32,2.47,0,1,0,0
Chelsea,Liverpool,17:00,2,0,2.07,3.3,3.67,1,0,0,1
Everton,Stoke,16:00,1,1,1.55,3.89,6.33,0,1,0,0
West Ham,Fulham,16:00,2,2,2.19,3.23,3.42,0,1,0,0
Arsenal,Blackburn,14:30,6,2,1.2,6.12,15.36,1,0,0,1
Manchester Utd,Sunderland,18:30,2,2,1.19,6.19,16.0,0,1,0,0
Bolton,Tottenham,16:00,2,2,3.66,3.49,2.0,0,1,0,0
Burnley,Birmingham,16:00,2,1,2.24,3.23,3.29,1,0,0,1
Hull,Wigan,16:00,2,1,2.9,3.28,2.45,1,0,0,0
Wolves,Portsmouth,16:00,0,1,2.1,3.36,3.53,0,0,1,0
Manchester City,West Ham,21:00,3,1,1.44,4.27,7.5,1,0,0,1
Sunderland,Wolves,17:00,5,2,1.74,3.58,4.94,1,0,0,1
Fulham,Arsenal,18:30,0,1,7.26,3.99,1.5,0,0,1,1
Birmingham,Bolton,16:00,1,2,2.28,3.22,3.23,0,0,1,0
Blackburn,Aston Villa,16:00,2,1,2.74,3.26,2.58,1,0,0,0
Liverpool,Hull,16:00,6,1,1.13,7.98,19.5,1,0,0,1
Stoke,Manchester Utd,16:00,0,2,8.64,4.55,1.39,0,0,1,1
Tottenham,Burnley,16:00,5,0,1.31,5.18,10.6,1,0,0,1
Wigan,Chelsea,16:00,3,1,12.2,5.06,1.29,1,0,0,0
Portsmouth,Everton,13:45,0,1,4.13,3.38,1.92,0,0,1,1
Chelsea,Tottenham,17:00,3,0,1.46,4.2,7.31,1,0,0,1
Everton,Blackburn,16:00,3,0,1.79,3.44,4.76,1,0,0,1
Wolves,Fulham,15:00,2,1,2.7,3.19,2.67,1,0,0,0
Manchester Utd,Manchester City,14:30,4,3,1.56,3.91,6.17,1,0,0,1
West Ham,Liverpool,18:30,2,3,6.46,3.83,1.55,0,0,1,1
Arsenal,Wigan,16:00,4,0,1.22,5.8,14.76,1,0,0,1
Aston Villa,Portsmouth,16:00,2,0,1.38,4.28,9.37,1,0,0,1
Bolton,Stoke,16:00,1,1,2.05,3.28,3.59,0,1,0,0
Hull,Birmingham,16:00,0,1,2.31,3.22,3.15,0,0,1,0
Burnley,Sunderland,13:45,3,1,2.79,3.24,2.53,1,0,0,0
Fulham,Everton,17:15,2,1,2.83,3.21,2.52,1,0,0,0
Birmingham,Aston Villa,13:00,0,1,3.46,3.19,2.19,0,0,1,1
Tottenham,Manchester Utd,18:30,1,3,3.21,3.15,2.31,0,0,1,1
Blackburn,Wolves,16:00,3,1,1.79,3.47,4.72,1,0,0,1
Liverpool,Burnley,16:00,4,0,1.17,6.78,17.9,1,0,0,1
Manchester City,Arsenal,16:00,4,2,3.14,3.17,2.36,1,0,0,0
Portsmouth,Bolton,16:00,2,3,2.41,3.24,2.99,0,0,1,0
Stoke,Chelsea,16:00,1,2,9.17,4.59,1.37,0,0,1,1
Sunderland,Hull,16:00,4,1,1.75,3.49,5.02,1,0,0,1
Wigan,West Ham,16:00,1,0,2.32,3.25,3.12,1,0,0,1
Aston Villa,Fulham,17:00,2,0,1.76,3.51,4.97,1,0,0,1
Everton,Wigan,16:00,2,1,1.74,3.56,5.03,1,0,0,1
Portsmouth,Manchester City,14:30,0,1,6.11,3.76,1.58,0,0,1,1
Manchester Utd,Arsenal,18:15,2,1,2.23,3.25,3.31,1,0,0,1
Stoke,Sunderland,16:00,1,0,2.35,3.25,3.11,1,0,0,1
Wolves,Hull,16:00,1,1,2.09,3.35,3.63,0,1,0,0
Blackburn,West Ham,16:00,0,0,2.17,3.28,3.49,0,1,0,0
Bolton,Liverpool,16:00,2,3,7.44,4.01,1.5,0,0,1,1
