team1,team2,matchStartTime,team1score,team2score,homeodd,drawodd,awayodd,home_odd_win,draw_odd_win,away_odd_win,bookmakers_prediction
Portsmouth,Liverpool,16:00,2,1,2.73,3.23,2.35,1,0,0,0
Sheffield Utd,Watford,16:00,1,0,1.56,3.65,5.57,1,0,0,1
Wigan,West Ham,16:00,0,3,2.27,3.3,2.78,0,0,1,0
Chelsea,Bolton,13:45,2,2,1.28,4.67,9.5,0,1,0,0
Everton,Manchester Utd,13:45,2,4,4.8,3.53,1.63,0,0,1,1
Aston Villa,Portsmouth,17:00,0,0,2.13,3.2,3.13,0,1,0,0
Newcastle,Chelsea,14:30,0,0,6.6,3.7,1.48,0,1,0,0
Manchester Utd,Middlesbrough,18:15,1,1,1.18,5.6,12.75,0,1,0,0
Bolton,Reading,16:00,1,3,1.82,3.3,4.03,0,0,1,0
Charlton,Sheffield Utd,16:00,1,1,2.0,3.28,3.38,0,1,0,0
Fulham,Blackburn,16:00,1,1,2.2,3.18,3.01,0,1,0,0
Liverpool,Wigan,16:00,2,0,1.4,4.05,7.5,1,0,0,1
Watford,Manchester City,16:00,1,1,2.63,3.18,2.5,0,1,0,0
West Ham,Everton,16:00,1,0,2.35,3.3,2.68,1,0,0,1
Tottenham,Arsenal,13:45,2,2,2.6,3.15,2.5,0,1,0,0
Blackburn,Watford,21:00,3,1,1.58,3.4,5.75,1,0,0,1
Liverpool,Middlesbrough,21:00,2,0,1.36,4.03,8.5,1,0,0,1
West Ham,Chelsea,21:00,1,4,6.05,3.68,1.5,0,0,1,1
Manchester Utd,Sheffield Utd,21:00,2,0,1.14,6.39,14.88,1,0,0,1
Arsenal,Manchester City,20:45,3,1,1.4,4.12,7.69,1,0,0,1
Everton,Charlton,16:00,2,1,1.66,3.45,4.75,1,0,0,1
Wigan,Tottenham,14:30,3,3,2.75,3.25,2.33,0,1,0,0
Manchester City,Liverpool,16:00,0,0,4.39,3.3,1.75,0,1,0,0
Middlesbrough,Aston Villa,16:00,1,3,2.2,3.1,3.08,0,0,1,0
Portsmouth,Newcastle,16:00,2,1,1.97,3.2,3.53,1,0,0,1
Arsenal,Bolton,16:00,2,1,1.63,3.4,5.15,1,0,0,1
Reading,Fulham,16:00,1,0,1.86,3.27,3.95,1,0,0,1
Sheffield Utd,West Ham,16:00,3,0,2.37,3.23,2.7,1,0,0,1
Charlton,Reading,21:00,0,0,2.18,3.23,3.0,0,1,0,0
Aston Villa,Wigan,16:00,1,1,1.9,3.18,3.8,0,1,0,0
Bolton,Everton,16:00,1,1,2.1,3.2,3.18,0,1,0,0
Fulham,Manchester City,16:00,1,3,2.18,3.2,3.03,0,0,1,0
Newcastle,Arsenal,16:00,0,0,3.4,3.23,2.0,0,1,0,0
Watford,Portsmouth,13:45,4,2,2.9,3.28,2.2,1,0,0,0
Portsmouth,Manchester Utd,18:15,2,1,6.1,3.5,1.53,1,0,0,0
Arsenal,West Ham,16:00,0,1,1.4,4.32,6.4,0,0,1,0
Blackburn,Aston Villa,16:00,1,2,1.91,3.13,3.98,0,0,1,0
Middlesbrough,Watford,16:00,4,1,1.66,3.4,5.0,1,0,0,1
Reading,Liverpool,16:00,1,2,3.9,3.23,1.87,0,0,1,1
Sheffield Utd,Newcastle,16:00,1,2,2.25,3.25,2.93,0,0,1,0
Wigan,Bolton,16:00,1,3,2.49,3.15,2.68,0,0,1,0
Chelsea,Tottenham,13:45,1,0,1.38,4.1,7.3,1,0,0,1
Everton,Fulham,20:30,4,1,1.68,3.35,4.85,1,0,0,1
Manchester City,Charlton,18:15,0,0,1.93,3.28,3.63,0,1,0,0
Aston Villa,Everton,21:00,1,1,2.3,3.05,2.94,0,1,0,0
Tottenham,Reading,17:00,1,0,1.71,3.3,4.64,1,0,0,1
Watford,Chelsea,18:15,0,1,8.5,4.8,1.25,0,0,1,1
Bolton,Sheffield Utd,16:00,1,0,1.66,3.4,5.0,1,0,0,1
Charlton,Wigan,16:00,1,0,2.1,3.1,3.1,1,0,0,1
Fulham,Portsmouth,16:00,1,1,2.25,3.1,2.8,0,1,0,0
Manchester Utd,Blackburn,16:00,4,1,1.33,4.0,8.0,1,0,0,1
Newcastle,Manchester City,16:00,0,1,1.95,3.23,3.55,0,0,1,0
West Ham,Middlesbrough,16:00,2,0,2.1,3.2,3.0,1,0,0,1
Liverpool,Arsenal,13:45,4,1,2.15,3.0,3.1,1,0,0,1
Everton,Arsenal,17:00,1,0,3.25,3.23,2.07,1,0,0,0
Aston Villa,Liverpool,14:35,0,0,3.78,3.23,1.89,0,1,0,0
Charlton,Newcastle,14:30,2,0,2.38,3.2,2.73,1,0,0,1
Blackburn,West Ham,18:15,1,2,1.61,3.5,5.1,0,0,1,0
Chelsea,Sheffield Utd,16:00,3,0,1.17,5.75,13.5,1,0,0,1
Middlesbrough,Manchester City,16:00,0,2,2.0,3.23,3.5,0,0,1,0
Reading,Portsmouth,16:00,0,0,1.93,3.23,3.65,0,1,0,0
Tottenham,Watford,16:00,3,1,1.42,3.8,7.45,1,0,0,1
Wigan,Fulham,16:00,0,0,2.1,3.22,3.25,0,1,0,0
Manchester Utd,Bolton,13:45,4,1,1.3,4.5,9.0,1,0,0,1
Manchester City,Chelsea,21:00,0,1,6.75,3.8,1.45,0,0,1,1
Aston Villa,Arsenal,20:45,0,1,3.65,3.23,1.93,0,0,1,1
West Ham,Tottenham,17:00,3,4,3.28,3.18,2.1,0,0,1,1
Bolton,Blackburn,14:35,1,2,1.95,3.1,3.73,0,0,1,0
Portsmouth,Chelsea,18:15,0,2,5.88,3.55,1.54,0,0,1,1
Arsenal,Reading,16:00,2,1,1.53,3.53,6.05,1,0,0,1
Fulham,Aston Villa,16:00,1,1,2.3,3.05,2.95,0,1,0,0
Manchester City,Wigan,16:00,0,1,1.93,3.18,3.7,0,0,1,0
Newcastle,Middlesbrough,16:00,0,0,2.0,3.15,3.62,0,1,0,0
Sheffield Utd,Everton,16:00,1,1,2.55,3.15,2.55,0,1,0,0
Watford,Charlton,16:00,2,2,2.44,3.15,2.66,0,1,0,0
Liverpool,Manchester Utd,13:45,0,1,2.56,2.98,2.65,0,0,1,0
Blackburn,Portsmouth,16:00,3,0,2.18,3.1,3.15,1,0,0,1
Tottenham,Bolton,16:00,4,1,2.02,3.13,3.48,1,0,0,1
Wigan,Newcastle,14:00,1,0,2.35,3.15,2.8,1,0,0,1
Watford,Everton,18:15,0,3,2.9,3.15,2.27,0,0,1,1
Charlton,West Ham,16:00,4,0,2.25,3.15,2.93,1,0,0,1
Liverpool,Sheffield Utd,16:00,4,0,1.29,4.6,8.88,1,0,0,1
Middlesbrough,Reading,16:00,2,1,2.27,3.15,2.9,1,0,0,1
Fulham,Manchester Utd,13:45,1,2,7.0,3.85,1.42,0,0,1,1
Everton,Tottenham,21:00,1,2,2.18,3.13,3.1,0,0,1,0
Watford,Wigan,20:45,1,1,2.45,3.15,2.65,0,1,0,0
Arsenal,Wigan,17:00,2,1,1.24,5.15,10.0,1,0,0,1
Bolton,Fulham,14:30,2,1,1.66,3.25,5.23,1,0,0,1
Portsmouth,Manchester City,18:15,2,1,1.9,3.1,3.93,1,0,0,1
Chelsea,Middlesbrough,16:00,3,0,1.25,5.3,10.5,1,0,0,1
Everton,Blackburn,16:00,1,0,2.1,3.2,3.45,1,0,0,1
Manchester Utd,Charlton,16:00,2,0,1.13,5.5,15.0,1,0,0,1
Newcastle,Liverpool,16:00,2,1,3.95,3.25,1.84,1,0,0,0
Sheffield Utd,Tottenham,16:00,2,1,2.85,3.23,2.38,1,0,0,0
West Ham,Watford,16:00,0,1,1.8,3.3,4.1,0,0,1,0
Reading,Aston Villa,13:45,2,0,2.08,3.18,3.3,1,0,0,1
Tottenham,Manchester Utd,17:00,0,4,4.3,3.25,1.78,0,0,1,1
Middlesbrough,Arsenal,18:15,1,1,4.48,3.3,1.73,0,1,0,0
Aston Villa,West Ham,16:00,1,0,1.83,3.2,4.1,1,0,0,1
Blackburn,Sheffield Utd,16:00,2,1,1.68,3.35,4.75,1,0,0,1
Charlton,Chelsea,16:00,0,1,7.6,4.25,1.36,0,0,1,1
Fulham,Newcastle,16:00,2,1,2.28,3.15,2.96,1,0,0,1
Manchester City,Reading,16:00,0,2,2.13,3.15,3.18,0,0,1,0
Watford,Bolton,16:00,0,1,3.23,3.18,2.1,0,0,1,1
Wigan,Portsmouth,16:00,1,0,2.53,3.13,2.63,1,0,0,1
Liverpool,Everton,13:45,0,0,1.52,3.5,6.4,0,1,0,0
Bolton,Charlton,21:00,1,1,1.5,3.58,6.35,0,1,0,0
Manchester Utd,Watford,21:00,4,0,1.14,6.0,15.0,1,0,0,1
Newcastle,Aston Villa,21:00,3,1,2.18,3.13,3.1,1,0,0,1
Chelsea,Blackburn,20:45,3,0,1.3,4.48,9.0,1,0,0,1
Reading,Wigan,21:00,3,2,1.71,3.35,4.52,1,0,0,1
Portsmouth,Middlesbrough,20:45,0,0,1.84,3.25,3.95,0,1,0,0
Sheffield Utd,Fulham,20:45,2,0,2.25,3.13,2.96,1,0,0,1
West Ham,Liverpool,20:45,1,2,5.38,3.4,1.61,0,0,1,1
Watford,Blackburn,20:45,2,1,3.08,3.23,2.15,1,0,0,0
Arsenal,Manchester Utd,17:00,2,1,2.44,3.08,2.73,1,0,0,1
Wigan,Everton,14:30,0,2,2.47,3.15,2.63,0,0,1,0
Manchester City,Blackburn,18:15,0,3,2.15,3.15,3.13,0,0,1,0
Aston Villa,Watford,16:00,2,0,1.59,3.4,5.63,1,0,0,1
Middlesbrough,Bolton,16:00,5,1,2.4,3.1,2.6,1,0,0,1
Newcastle,West Ham,16:00,2,2,1.8,3.3,4.07,0,1,0,0
Portsmouth,Charlton,16:00,0,1,1.51,3.58,6.5,0,0,1,0
Reading,Sheffield Utd,16:00,3,1,1.8,3.1,4.0,1,0,0,1
Liverpool,Chelsea,13:45,2,0,2.67,3.02,2.58,1,0,0,0
Tottenham,Newcastle,17:00,2,3,1.7,3.35,4.67,0,0,1,0
Everton,Reading,14:45,1,1,1.98,3.18,3.58,0,1,0,0
Blackburn,Arsenal,18:15,0,2,4.05,3.28,1.82,0,0,1,1
Bolton,Manchester City,16:00,0,0,1.74,3.28,4.54,0,1,0,0
Charlton,Middlesbrough,16:00,1,3,2.35,3.13,2.8,0,0,1,0
Chelsea,Wigan,16:00,4,0,1.18,5.6,13.0,1,0,0,1
Manchester Utd,Aston Villa,16:00,3,1,1.26,5.07,10.0,1,0,0,1
Sheffield Utd,Portsmouth,16:00,1,1,2.48,3.15,2.63,0,1,0,0
West Ham,Fulham,16:00,3,3,2.0,3.3,3.4,0,1,0,0
Watford,Liverpool,13:45,0,3,6.63,3.68,1.49,0,0,1,1
Aston Villa,Chelsea,21:00,0,0,6.33,3.55,1.52,0,1,0,0
Arsenal,Charlton,20:45,4,0,1.23,5.1,11.0,1,0,0,1
Newcastle,Manchester Utd,18:15,2,2,6.15,3.5,1.53,0,1,0,0
Fulham,Watford,16:00,0,0,1.78,3.27,4.39,0,1,0,0
Manchester City,Everton,16:00,2,1,2.25,3.2,2.9,1,0,0,1
Middlesbrough,Sheffield Utd,16:00,3,1,1.8,3.35,4.13,1,0,0,1
Portsmouth,Tottenham,16:00,1,1,2.32,3.1,2.86,0,1,0,0
Reading,West Ham,16:00,6,0,2.0,3.25,3.48,1,0,0,1
Wigan,Blackburn,16:00,0,3,2.28,3.2,2.85,0,0,1,0
Liverpool,Bolton,13:45,3,0,1.56,3.55,5.6,1,0,0,1
Sheffield Utd,Arsenal,18:15,1,0,6.63,3.68,1.47,1,0,0,0
Blackburn,Middlesbrough,16:00,2,1,1.84,3.23,4.0,1,0,0,1
Bolton,Portsmouth,16:00,3,2,1.9,3.25,3.73,1,0,0,1
Chelsea,Fulham,16:00,2,2,1.15,5.88,14.0,0,1,0,0
Everton,Newcastle,16:00,3,0,2.05,3.23,3.37,1,0,0,1
Manchester Utd,Reading,16:00,3,2,1.18,5.68,12.5,1,0,0,1
Tottenham,Liverpool,16:00,0,1,2.5,3.1,2.5,0,0,1,1
West Ham,Manchester City,16:00,0,1,2.13,3.17,3.26,0,0,1,0
Charlton,Aston Villa,13:45,2,1,2.63,3.2,2.48,1,0,0,0
Charlton,Fulham,21:00,2,2,2.39,3.25,2.68,0,1,0,0
Watford,Arsenal,18:30,1,2,7.1,3.9,1.41,0,0,1,1
Blackburn,Liverpool,16:00,1,0,4.29,3.28,1.78,1,0,0,0
Bolton,Newcastle,16:00,2,1,1.85,3.28,3.88,1,0,0,1
Everton,Middlesbrough,16:00,0,0,1.81,3.25,4.1,0,1,0,0
Manchester Utd,Wigan,16:00,3,1,1.15,5.85,15.0,1,0,0,1
Sheffield Utd,Manchester City,16:00,0,1,2.27,3.28,2.79,0,0,1,0
Chelsea,Reading,14:00,2,2,1.18,5.4,13.0,0,1,0,0
Tottenham,Aston Villa,14:00,2,1,1.8,3.28,4.15,1,0,0,1
West Ham,Portsmouth,14:00,1,2,2.25,3.28,2.83,0,0,1,0
Arsenal,Blackburn,16:00,6,2,1.33,4.35,8.35,1,0,0,1
Aston Villa,Manchester Utd,16:00,0,3,6.18,3.45,1.54,0,0,1,1
Liverpool,Watford,16:00,2,0,1.2,5.25,13.0,1,0,0,1
Manchester City,Bolton,16:00,0,2,2.36,3.05,2.85,0,0,1,0
Middlesbrough,Charlton,16:00,2,0,1.63,3.38,5.18,1,0,0,1
Newcastle,Tottenham,16:00,3,1,2.4,3.15,2.73,1,0,0,1
Portsmouth,Sheffield Utd,16:00,3,1,1.63,3.38,5.15,1,0,0,1
Reading,Everton,16:00,0,2,2.15,3.2,3.08,0,0,1,0
Fulham,West Ham,13:45,0,0,2.35,3.2,2.75,0,1,0,0
Fulham,Middlesbrough,21:00,2,1,2.17,3.18,3.15,1,0,0,1
West Ham,Manchester Utd,17:00,1,0,7.25,3.8,1.43,1,0,0,0
Manchester City,Tottenham,16:00,1,2,2.39,3.1,2.78,0,0,1,0
Everton,Chelsea,14:45,2,3,6.6,3.5,1.5,0,0,1,1
Aston Villa,Bolton,18:15,0,1,2.35,3.05,2.85,0,0,1,0
Arsenal,Portsmouth,16:00,2,2,1.37,4.0,8.25,0,1,0,0
Newcastle,Watford,16:00,2,1,1.61,3.38,5.45,1,0,0,1
Reading,Blackburn,16:00,1,2,1.93,3.18,3.7,0,0,1,0
Wigan,Sheffield Utd,16:00,0,1,1.79,3.18,4.35,0,0,1,0
Charlton,Liverpool,13:45,0,3,5.75,3.55,1.55,0,0,1,1
Chelsea,Newcastle,20:45,1,0,1.2,5.5,14.0,1,0,0,1
Wigan,Arsenal,20:45,0,1,4.5,3.38,1.71,0,0,1,1
Sheffield Utd,Aston Villa,21:00,2,2,2.73,3.08,2.44,0,1,0,0
Chelsea,Arsenal,17:00,1,1,1.65,3.4,5.5,0,1,0,0
Bolton,West Ham,18:15,4,0,1.75,3.3,4.75,1,0,0,1
Blackburn,Newcastle,16:00,1,3,2.05,3.17,3.48,0,0,1,0
Liverpool,Fulham,16:00,4,0,1.32,4.35,8.88,1,0,0,1
Middlesbrough,Wigan,16:00,1,1,2.04,3.15,3.38,0,1,0,0
Portsmouth,Everton,16:00,2,0,2.12,3.08,3.25,1,0,0,1
Tottenham,Charlton,16:00,5,1,1.45,3.8,6.75,1,0,0,1
Watford,Reading,16:00,0,0,2.5,3.15,2.6,0,1,0,0
Manchester Utd,Manchester City,13:45,3,1,1.34,4.33,8.58,1,0,0,1
Newcastle,Reading,20:45,3,2,2.08,3.17,3.4,1,0,0,1
West Ham,Wigan,20:45,0,2,1.93,3.25,3.7,0,0,1,0
Charlton,Blackburn,21:00,1,0,2.63,3.13,2.5,1,0,0,0
Tottenham,Middlesbrough,21:00,2,1,1.66,3.38,4.95,1,0,0,1
Manchester City,Watford,21:00,0,0,1.5,3.53,6.63,0,1,0,0
Everton,West Ham,17:00,2,0,1.87,3.23,3.88,1,0,0,1
Middlesbrough,Manchester Utd,18:15,1,2,5.8,3.48,1.56,0,0,1,1
Blackburn,Fulham,16:00,2,0,1.88,3.18,3.95,1,0,0,1
Portsmouth,Aston Villa,16:00,2,2,2.17,3.13,3.22,0,1,0,0
Reading,Bolton,16:00,1,0,2.35,3.15,2.8,1,0,0,1
Sheffield Utd,Charlton,16:00,2,1,2.2,3.1,3.15,1,0,0,1
Wigan,Liverpool,16:00,0,4,3.5,3.1,1.95,0,0,1,1
Arsenal,Tottenham,13:45,3,0,1.65,3.45,5.3,1,0,0,1
Bolton,Chelsea,21:00,0,1,5.63,3.4,1.59,0,0,1,1
Liverpool,Portsmouth,21:00,0,0,1.4,4.15,8.0,0,1,0,0
Manchester Utd,Everton,21:00,3,0,1.32,4.38,8.75,1,0,0,1
Aston Villa,Manchester City,20:45,1,3,1.98,3.08,3.78,0,0,1,0
Fulham,Arsenal,20:45,2,1,6.73,3.58,1.5,1,0,0,0
Watford,Sheffield Utd,21:00,0,1,2.2,3.1,3.15,0,0,1,0
Manchester Utd,Chelsea,17:00,1,1,2.41,2.97,2.92,0,1,0,0
Tottenham,Wigan,16:00,3,1,1.76,3.28,4.51,1,0,0,1
Newcastle,Portsmouth,14:30,1,0,2.18,3.13,3.17,1,0,0,1
Bolton,Arsenal,18:15,3,1,3.45,3.2,2.03,1,0,0,0
Aston Villa,Middlesbrough,16:00,1,1,1.74,3.32,4.57,0,1,0,0
Fulham,Reading,16:00,0,1,2.18,3.2,3.05,0,0,1,0
Liverpool,Manchester City,16:00,1,0,1.41,3.92,7.63,1,0,0,1
West Ham,Sheffield Utd,16:00,1,0,1.71,3.3,4.67,1,0,0,1
Charlton,Everton,13:45,1,1,2.63,3.18,2.5,0,1,0,0
Blackburn,Tottenham,17:00,1,1,2.44,3.13,2.69,0,1,0,0
Wigan,Aston Villa,14:30,0,0,2.37,3.1,2.62,0,1,0,0
Middlesbrough,Liverpool,18:15,0,0,3.58,3.18,1.98,0,1,0,0
Arsenal,Newcastle,16:00,1,1,1.29,4.45,9.5,0,1,0,0
Chelsea,West Ham,16:00,1,0,1.23,5.1,12.0,1,0,0,1
Everton,Bolton,16:00,1,0,2.23,3.08,3.05,1,0,0,1
Portsmouth,Watford,16:00,2,1,1.56,3.5,5.75,1,0,0,1
Reading,Charlton,16:00,2,0,1.87,3.25,3.85,1,0,0,1
Sheffield Utd,Manchester Utd,16:00,1,2,8.35,4.2,1.34,0,0,1,1
Manchester City,Fulham,13:45,3,1,2.02,3.1,3.55,1,0,0,1
Arsenal,Liverpool,17:00,3,0,1.98,3.06,3.7,1,0,0,1
Reading,Tottenham,14:30,3,1,2.95,3.13,2.25,1,0,0,0
Blackburn,Manchester Utd,18:15,0,1,5.88,3.4,1.57,0,0,1,1
Chelsea,Watford,16:00,4,0,1.14,6.15,15.0,1,0,0,1
Everton,Aston Villa,16:00,0,1,2.1,2.99,3.4,0,0,1,0
Middlesbrough,West Ham,16:00,1,0,2.2,3.17,3.09,1,0,0,1
Portsmouth,Fulham,16:00,1,1,1.83,3.23,4.05,0,1,0,0
Sheffield Utd,Bolton,16:00,2,2,2.9,3.13,2.29,0,1,0,0
Wigan,Charlton,16:00,3,2,1.87,3.23,3.88,1,0,0,1
Manchester City,Newcastle,13:45,0,0,1.92,3.2,3.73,0,1,0,0
Tottenham,Chelsea,17:00,2,1,5.0,3.35,1.66,1,0,0,0
Aston Villa,Blackburn,15:00,2,0,1.88,3.15,3.93,1,0,0,1
West Ham,Arsenal,14:30,1,0,6.1,3.45,1.54,1,0,0,0
Newcastle,Sheffield Utd,18:15,0,1,1.71,3.3,4.67,0,0,1,0
Bolton,Wigan,16:00,0,1,1.74,3.28,4.52,0,0,1,0
Charlton,Manchester City,16:00,1,0,2.29,3.15,2.88,1,0,0,1
Liverpool,Reading,16:00,2,0,1.3,4.7,10.0,1,0,0,1
Manchester Utd,Portsmouth,16:00,3,0,1.3,4.62,9.17,1,0,0,1
Watford,Middlesbrough,16:00,2,0,2.41,3.05,2.78,1,0,0,1
Fulham,Everton,13:45,1,0,2.68,3.1,2.45,1,0,0,0
Manchester City,Middlesbrough,21:00,1,0,2.25,3.15,2.93,1,0,0,1
West Ham,Blackburn,17:00,2,1,2.36,3.15,2.76,1,0,0,1
Newcastle,Charlton,18:15,0,0,1.76,3.3,4.32,0,1,0,0
Arsenal,Everton,16:00,1,1,1.34,4.25,8.25,0,1,0,0
Bolton,Manchester Utd,16:00,0,4,4.21,3.22,1.83,0,0,1,1
Fulham,Wigan,16:00,0,1,1.97,3.2,3.53,0,0,1,0
Liverpool,Aston Villa,16:00,3,1,1.56,3.4,6.17,1,0,0,1
Portsmouth,Reading,16:00,3,1,1.8,3.2,4.25,1,0,0,1
Watford,Tottenham,16:00,0,0,3.43,3.2,2.05,0,1,0,0
Sheffield Utd,Chelsea,13:45,0,2,10.0,4.4,1.31,0,0,1,1
Reading,Arsenal,17:00,0,4,6.1,3.45,1.54,0,0,1,1
Blackburn,Bolton,16:00,0,1,2.35,3.05,2.86,0,0,1,0
Middlesbrough,Newcastle,16:00,1,0,2.23,3.13,3.03,1,0,0,1
Tottenham,West Ham,16:00,1,0,1.71,3.35,4.63,1,0,0,1
Manchester Utd,Liverpool,14:00,2,0,1.82,3.1,4.25,1,0,0,1
Aston Villa,Fulham,18:15,1,1,1.68,3.25,5.0,0,1,0,0
Charlton,Watford,16:00,0,0,1.93,3.18,3.7,0,1,0,0
Chelsea,Portsmouth,16:00,2,1,1.25,5.0,10.0,1,0,0,1
Everton,Sheffield Utd,16:00,2,0,1.56,3.5,5.97,1,0,0,1
Wigan,Manchester City,13:45,4,0,2.27,3.15,2.9,1,0,0,1
Fulham,Charlton,21:00,2,1,1.95,3.2,3.6,1,0,0,1
Newcastle,Bolton,17:00,1,2,2.25,3.13,2.96,0,0,1,0
Reading,Chelsea,18:15,0,1,7.17,3.82,1.44,0,0,1,1
Arsenal,Watford,16:00,3,0,1.14,6.0,16.0,1,0,0,1
Aston Villa,Tottenham,16:00,1,1,2.13,3.15,3.2,0,1,0,0
Liverpool,Blackburn,16:00,1,1,1.43,3.78,7.35,0,1,0,0
Manchester City,Sheffield Utd,16:00,0,0,1.68,3.35,4.88,0,1,0,0
Middlesbrough,Everton,16:00,2,1,2.5,3.13,2.63,1,0,0,1
Portsmouth,West Ham,16:00,2,0,1.9,3.25,3.83,1,0,0,1
Wigan,Manchester Utd,13:45,1,3,6.27,3.63,1.51,0,0,1,1
Watford,Fulham,21:00,3,3,2.33,3.13,2.84,0,1,0,0
Tottenham,Portsmouth,17:00,2,1,1.83,3.3,3.95,1,0,0,1
Blackburn,Wigan,16:00,2,1,1.87,3.22,4.0,1,0,0,1
Manchester Utd,Newcastle,16:00,2,0,1.29,4.6,9.0,1,0,0,1
West Ham,Reading,15:00,0,1,2.05,3.15,3.38,0,0,1,0
Sheffield Utd,Middlesbrough,18:15,2,1,2.55,3.15,2.55,1,0,0,1
Charlton,Arsenal,16:00,1,2,6.5,3.53,1.5,0,0,1,1
Chelsea,Aston Villa,16:00,1,1,1.27,4.85,9.5,0,1,0,0
Everton,Manchester City,16:00,1,1,1.75,3.28,4.42,0,1,0,0
Bolton,Liverpool,13:45,2,0,3.58,3.17,2.02,1,0,0,0
Portsmouth,Bolton,21:00,0,1,1.93,3.18,3.7,0,0,1,0
Newcastle,Everton,17:00,1,1,2.18,3.15,3.1,0,1,0,0
Reading,Manchester Utd,18:15,1,1,6.1,3.7,1.5,0,1,0,0
Arsenal,Sheffield Utd,16:00,3,0,1.2,5.4,12.0,1,0,0,1
Aston Villa,Charlton,16:00,2,0,1.66,3.43,4.88,1,0,0,1
Fulham,Chelsea,16:00,0,2,7.4,4.1,1.38,0,0,1,1
Manchester City,West Ham,16:00,2,0,2.15,3.23,3.06,1,0,0,1
Middlesbrough,Blackburn,16:00,0,1,2.13,3.15,3.2,0,0,1,0
Wigan,Watford,16:00,1,1,1.75,3.3,4.4,0,1,0,0
Liverpool,Tottenham,13:45,3,0,1.59,3.4,5.65,1,0,0,1
Liverpool,Newcastle,21:00,2,0,1.5,3.5,6.58,1,0,0,1
Manchester Utd,Arsenal,17:00,0,1,1.87,3.13,4.0,0,0,1,0
Blackburn,Manchester City,16:00,4,2,2.07,3.13,3.45,1,0,0,1
Tottenham,Fulham,16:00,0,0,1.61,3.4,5.38,0,1,0,0
West Ham,Newcastle,16:00,0,2,2.0,3.23,3.43,0,0,1,0
Chelsea,Liverpool,14:30,1,0,1.69,3.23,5.0,1,0,0,1
Watford,Aston Villa,18:15,0,0,2.8,3.18,2.3,0,1,0,0
Bolton,Middlesbrough,16:00,0,0,1.95,3.2,3.6,0,1,0,0
Everton,Wigan,16:00,2,2,1.68,3.4,4.65,0,1,0,0
Sheffield Utd,Reading,16:00,1,2,2.4,3.15,2.78,0,0,1,0
Charlton,Portsmouth,13:45,0,1,2.48,3.1,2.68,0,0,1,0
Reading,Manchester City,21:00,1,0,2.29,3.15,2.88,1,0,0,1
West Ham,Aston Villa,17:00,1,1,2.0,3.25,3.35,0,1,0,0
Manchester Utd,Tottenham,18:15,1,0,1.48,3.7,6.5,1,0,0,1
Arsenal,Middlesbrough,16:00,1,1,1.3,4.42,9.5,0,1,0,0
Bolton,Watford,16:00,1,0,1.6,3.45,5.9,1,0,0,1
Chelsea,Charlton,16:00,2,1,1.15,6.0,13.5,1,0,0,1
Newcastle,Fulham,16:00,1,2,1.66,3.4,4.9,0,0,1,0
Portsmouth,Wigan,16:00,1,0,1.73,3.3,4.48,1,0,0,1
Sheffield Utd,Blackburn,16:00,0,0,2.64,3.18,2.44,0,1,0,0
Everton,Liverpool,13:45,3,0,3.63,3.13,1.98,1,0,0,0
